Age,Credit_Mix,Payment_of_Min_Amount,Payment_Behaviour,pc1_1,pc1_2,pc1_3,pc1_4,pc1_5,pc2_1,pc2_2,Credit_Score
0.8592450165904901,0.4797611366684765,0.9736714401258815,-1.4972959017819696,0.37984499613347866,1.6372540690335278,0.32918024273000923,0.29053851888668025,0.959060667875838,-0.16175578206579866,0.35022875531730524,2
-1.0777918048776307,-0.5106782535168861,-0.4847689646475791,-1.4972959017819696,-0.5609754869517724,0.5510289350763853,1.3319341633204582,0.33831035282578675,0.765540687551491,1.0917908596277768,0.8953711875639638,0
-0.15539331846423998,-0.5106782535168861,-0.4847689646475791,0.02091696198705558,-0.7371625512405524,0.3411725487954618,1.3640824574059491,-0.6730121835624623,1.6416669685638932,-0.7842861609100726,0.46616506330333446,0
0.0290863788184386,-0.5106782535168861,-1.9432093694210397,-1.4972959017819696,-0.4523087487241402,-1.16041669819369,2.2094709285679515,-0.4156942025593763,0.08310072396629159,-0.6617289986155022,0.3081750566004301,0
-0.06315346982290058,-0.5106782535168861,-0.4847689646475791,1.0330588711664057,-0.8836561345435889,0.3607100666676551,1.3260411542416006,-1.727091336097874,-0.10281351288757894,-0.7766841637619617,-0.2862983208256415,0
-0.15539331846423998,0.4797611366684765,0.9736714401258815,1.0330588711664057,0.5983573705742441,1.4303992665104024,-0.3427757635810428,0.8136176475238724,-0.3507631326922799,-0.9325320879362455,0.004298742672195812,1
-1.631230896725665,1.470200526853839,0.9736714401258815,1.0330588711664057,1.4507135285396189,0.22996959233838438,0.3876196516676823,-2.6161002761217613,-0.14453853689988333,-1.113779009613011,0.291969182633519,1
-1.2622715021603088,0.4797611366684765,0.9736714401258815,0.5269879165767306,0.8508779930176773,-1.462429788877359,-1.2442106363844947,-1.398420623191226,2.225373638839933,-0.8853761154063295,-0.016341593041960485,1
-0.5243527130295961,-0.5106782535168861,-0.4847689646475791,0.02091696198705558,-0.8804672976988451,0.8197548641707496,1.4636384296297105,-1.4319583003986118,1.447989474499375,-0.49325315604570813,0.3399744058640651,2
-1.5389910480843259,-1.5011176437022486,0.9736714401258815,1.0330588711664057,1.4925894954069812,0.2933596286200998,-1.050042977162622,-0.651759960277387,0.5253068031417923,-0.9539619957281127,0.018600738767328012,2
0.9514848652318288,0.4797611366684765,-0.4847689646475791,0.5269879165767306,-0.39607462126652354,-1.437699938079923,-0.9386193467345185,0.8916946088129152,-0.10396161764014253,0.5162195136749618,-0.8527561655099988,2
0.8592450165904901,0.4797611366684765,-0.4847689646475791,0.02091696198705558,-0.45338034970947827,-1.6508828210101392,0.005874194520803882,1.9107479989631109,-1.0128207160343883,0.7984025575103296,0.24547625598544903,2
-0.6165925616709352,-0.5106782535168861,-0.4847689646475791,-0.9912249471922945,-0.7883341205206634,1.2375608798034086,0.03778356425477612,-0.31578734285300336,0.8144202482591365,1.6240219741943969,1.242197678558441,2
